customer_id,customer_name,email,registration_date,customer_type
C0397,Dennis Stuart,vsmith@example.net,2025-05-09,VIP
C0398,Terry Pitts,aguzman@example.net,2024-09-01,REGULAR
C0399,Diane Booker,heather35@example.net,2026-05-28,REGULAR
C0400,Jim Baker,arosario@example.net,2024-12-10,REGULAR
C0401,Tamara Mitchell,ramirezmarc@example.com,2025-05-28,REGULAR
C0402,Joanna Mitchell,susan18@example.com,2025-04-20,REGULAR
C0403,Travis Garcia,sheltonshawn@example.org,2025-11-02,REGULAR
C0404,Lisa Escobar,joseph38@example.org,2025-05-06,REGULAR
C0405,Kelly Johnson,wshort@example.org,2024-09-09,PREMIUM
C0406,Jason Daniels,browntristan@example.com,2024-11-29,VIP
C0407,Audrey Rose,yleon@example.org,2025-11-01,VIP
C0408,Sherry Cole,connor16@example.net,2025-06-06,PREMIUM
C0409,Bonnie Hunter,kristisanchez@example.net,2024-09-06,PREMIUM
C0410,Michael Johnson,molsen@example.com,2025-01-29,VIP
C0411,Mary English,jamesjennifer@example.org,2026-05-31,VIP
C0412,Mr. Eric Macdonald,thomashorton@example.net,2025-02-13,PREMIUM
C0413,Michelle Johnson,richard39@example.net,2025-09-12,VIP
C0414,Andrew Rodriguez,cainsarah@example.org,2024-11-22,PREMIUM
C0415,Thomas Brown,hallanna@example.com,2025-08-03,PREMIUM
C0416,Sydney Davis,wadejessica@example.org,2025-11-21,REGULAR
C0417,Joann Jacobson,cindy65@example.com,2025-03-11,PREMIUM
C0418,Dakota Conley,pamelacastro@example.org,2026-04-08,VIP
C0419,Daniel Schmidt,munozjerry@example.org,2025-02-15,VIP
C0420,Vernon Alvarado,matthewtanner@example.net,2025-10-17,REGULAR
C0421,Bruce Warren,danny66@example.org,2025-03-31,VIP
C0422,Joseph Davis,barkerrobert@example.net,2026-03-22,PREMIUM
C0423,Jessica Wilson,xdavis@example.com,2025-09-02,REGULAR
C0424,John Perez,jorgesmith@example.org,2024-10-15,REGULAR
C0425,Kirsten Lawson,jcortez@example.com,2024-10-16,VIP
C0426,Michael Davis,markmoreno@example.net,2026-05-14,PREMIUM
C0427,Jennifer Anderson,tnichols@example.org,2025-07-25,PREMIUM
C0428,Kenneth Prince,katherinemccarthy@example.com,2026-01-24,REGULAR
C0429,Howard Sanders,matthewwatson@example.com,2024-09-27,REGULAR
C0430,Leslie Gonzalez,eric39@example.org,2026-06-12,REGULAR
C0431,David Bishop,rpatton@example.net,2025-02-16,REGULAR
C0432,Lawrence Hodge,michael62@example.com,2024-08-23,PREMIUM
C0433,Matthew Miranda,pbarton@example.net,2024-08-15,VIP
C0434,Victoria Warner,elewis@example.net,2025-05-16,VIP
C0435,Whitney Hall,mistyschmitt@example.net,2025-09-01,PREMIUM
C0436,Kathryn Thompson,vflynn@example.org,2026-04-22,PREMIUM
C0437,Joy Campbell,connerpeter@example.net,2025-04-29,VIP
C0438,Latoya Shaw,ndoyle@example.org,2025-07-26,PREMIUM
C0439,Alyssa Bowman,enelson@example.com,2025-03-09,VIP
C0440,Marie Long,vkoch@example.com,2025-07-14,VIP
C0441,William Anderson,brianaswanson@example.net,2024-07-21,PREMIUM
C0442,John Carter,robinsonrobert@example.org,2025-03-21,PREMIUM
C0443,Andrea Rose,briannafoster@example.com,2025-11-05,PREMIUM
C0444,Cynthia White,rodriguezmario@example.org,2024-12-09,PREMIUM
C0445,Christopher Gonzalez,jamesdavis@example.org,2025-07-28,PREMIUM
C0446,Christopher Lewis,fcarter@example.com,2025-05-05,PREMIUM
C0447,Jordan Taylor,robert81@example.com,2025-06-04,PREMIUM
C0448,Shannon Gomez,carrollraymond@example.net,2024-09-11,VIP
C0449,Heather Sanchez MD,llarsen@example.com,2026-06-18,VIP
C0450,David Green,dhoffman@example.org,2025-06-06,VIP
C0451,Jeffrey Harris,davidmcdowell@example.org,2026-01-03,PREMIUM
C0452,Karen Carr,amandachavez@example.net,2025-10-11,VIP
C0453,Bryan Sexton,gary63@example.net,2026-02-07,PREMIUM
C0454,Denise Fischer,michael68@example.com,2025-03-18,PREMIUM
C0455,Susan Moreno,zunigamargaret@example.com,2024-08-20,VIP
C0456,Wanda Heath,daniel88@example.com,2024-12-02,VIP
C0457,Monica Mclean,haleylee@example.org,2026-05-03,PREMIUM
C0458,Tammy Rivera,mhernandez@example.net,2026-04-15,PREMIUM
C0459,Gregory Perez,kathryn97@example.org,2024-09-05,REGULAR
C0460,Tammy Day,faithmorales@example.org,2026-06-24,REGULAR
C0461,Jacob Hunt,eric50@example.com,2025-04-07,PREMIUM
C0462,Susan Stephens,martinezangela@example.org,2024-07-22,REGULAR
C0463,Jody Odonnell,lisa83@example.net,2024-12-27,REGULAR
C0464,Mr. Colton Harper DDS,wwagner@example.com,2025-10-18,PREMIUM
C0465,James Garcia,heather07@example.com,2026-02-16,PREMIUM
C0466,Michelle Hart,carmen00@example.net,2026-03-15,REGULAR
C0467,Lisa Jackson,lawrencehouston@example.com,2026-04-24,REGULAR
C0468,Jason Jarvis,charles65@example.com,2025-04-19,VIP
C0469,Carolyn Johnston,james93@example.net,2026-07-04,PREMIUM
C0470,Jonathan Pittman,jennifersmith@example.net,2025-09-20,PREMIUM
C0471,Scott Bell,kingnicolas@example.net,2025-08-18,REGULAR
C0472,Richard Kennedy,parkmichelle@example.net,2025-04-09,PREMIUM
C0473,Casey Lopez,matthewhogan@example.com,2025-03-22,REGULAR
C0474,Nicole Johnson,rebeccarowe@example.net,2026-05-06,REGULAR
C0475,David Flores,kristinalexander@example.net,2025-07-11,PREMIUM
C0476,Barry Robertson,mcintyrewilliam@example.com,2025-01-08,VIP
C0477,David Fuentes,oallen@example.com,2026-05-16,VIP
C0478,Susan Casey,shafferlance@example.net,2025-06-02,PREMIUM
C0479,Laura Pierce,vaughnpatrick@example.net,2024-09-19,PREMIUM
C0480,Kelly Weber,rogersaustin@example.org,2026-02-10,PREMIUM
C0481,Anna Doyle,patrick79@example.org,2025-12-19,PREMIUM
C0482,Joseph Howard,kingbrent@example.com,2025-09-29,PREMIUM
C0483,Krista Vaughn,stephanienunez@example.net,2024-12-05,VIP
C0484,Jamie Jackson,tomburns@example.net,2025-07-23,VIP
C0485,Miguel Harris,andrea03@example.org,2025-08-19,REGULAR
C0486,Tanya Johnson,harriskenneth@example.com,2025-01-12,REGULAR
C0487,Yesenia Gonzales,vazquezcharles@example.com,2025-11-19,VIP
C0488,Rachel Espinoza,garzawendy@example.net,2024-10-26,PREMIUM
C0489,Erin Patel,htaylor@example.com,2025-09-18,REGULAR
C0490,Michael Salazar,schaeferjennifer@example.org,2024-08-20,PREMIUM
C0491,Donald Holt,roberthicks@example.org,2025-03-05,PREMIUM
C0492,Christine Spencer,richardmoore@example.org,2025-03-07,REGULAR
C0493,Brittany George,shermanaaron@example.com,2025-02-04,VIP
C0494,Eric Garrison,stevedaugherty@example.net,2025-08-10,REGULAR
C0495,Mark Stout,rjohnson@example.net,2025-09-21,REGULAR
C0496,Timothy Clark,brookemarks@example.com,2026-02-05,PREMIUM
C0497,Devin Gordon,bryan82@example.com,2025-11-13,REGULAR
C0498,Courtney Holmes,georgerojas@example.com,2026-05-24,REGULAR
C0499,Justin Mcdonald,brittanyjones@example.net,2026-01-05,VIP
C0500,Allison Gamble,jodipeters@example.com,2024-07-14,PREMIUM
